patch,offset,count-ms,lookup-mus-1,lookup-mus-50,lookup-mus-100,lookup-mus-inf,results1,results50,results100,resultsinf
0,0,8,7,3,4,3,1,1,1,1
0,500,5,5,3,3,7,0,0,0,0
1,0,174,93,129,127,128,1,1,1,1
1,500,100,79,78,78,78,0,0,0,0
2,0,100,93,128,127,127,1,1,1,1
2,500,99,86,86,87,86,0,0,0,0
3,0,97,93,127,127,127,1,1,1,1
3,500,100,78,77,78,78,0,0,0,0
4,0,99,93,127,127,127,1,1,1,1
4,500,100,88,87,87,87,0,0,0,0
5,0,98,103,143,142,142,1,1,1,1
5,500,98,79,78,79,80,0,0,0,0
6,0,100,94,129,129,129,1,1,1,1
6,500,100,80,80,79,79,0,0,0,0
7,0,100,104,142,142,143,1,1,1,1
7,500,98,79,79,79,79,0,0,0,0
8,0,99,93,128,128,127,1,1,1,1
8,500,98,78,78,78,78,0,0,0,0
9,0,99,103,140,140,140,1,1,1,1
9,500,98,78,78,79,78,0,0,0,0
